Charades_v1_480,Q18ZQ.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,8GP10.mp4, 480x360, 24 fps, 48000 Hz
Charades_v1_480,5AR9B.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,6HWQJ.mp4, 360x480 [SAR 1:1 DAR 3:4], 29.97 fps, 44100 Hz
Charades_v1_480,0NZVB.mp4, 480x270 [SAR 1:1 DAR 16:9], 24 fps, 44100 Hz
Charades_v1_480,JEDTE.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.42 fps, 44100 Hz
Charades_v1_480,5HQJ8.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.95 fps, 44100 Hz
Charades_v1_480,GE4SD.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,NL1WG.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,K71S1.mp4, 480x360 [SAR 1:1 DAR 4:3], 24 fps, 44100 Hz
Charades_v1_480,HEX2V.mp4, 320x480 [SAR 1:1 DAR 2:3], 6.11 fps, 44100 Hz
Charades_v1_480,KLZN8.mp4, 480x360, 24 fps, 48000 Hz
Charades_v1_480,H1GWM.mp4, 270x480 [SAR 1:1 DAR 9:16], 29.91 fps, 44100 Hz
Charades_v1_480,PNCWY.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,O1ILB.mp4, 480x360 [SAR 1:1 DAR 4:3], 15.07 fps, 44100 Hz
Charades_v1_480,5T607.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,HYIZD.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,7CBNR.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,AJTDO.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,QC9M1.mp4, 270x480 [SAR 406:405 DAR 203:360], 24.02 fps, 44100 Hz
Charades_v1_480,LTA22.mp4, 270x480 [SAR 406:405 DAR 203:360], 25.59 fps, 44100 Hz
Charades_v1_480,PBV4T.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,CALKE.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,30TL5.mp4, 480x270 [SAR 1:1 DAR 16:9], 29 fps, 44100 Hz
Charades_v1_480,5AE54.mp4, 480x270 [SAR 1:1 DAR 16:9], 16.67 fps, 44100 Hz
Charades_v1_480,D1XNV.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,FV684.mp4, 270x480 [SAR 1:1 DAR 9:16], 29.97 fps, 44100 Hz
Charades_v1_480,E4C1C.mp4, 480x360, 23.98 fps, 44100 Hz
Charades_v1_480,R1RDT.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.87 fps, 44100 Hz
Charades_v1_480,O495M.mp4, 360x480 [SAR 1:1 DAR 3:4], 9.99 fps, 44100 Hz
Charades_v1_480,KPNJ5.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,20YRU.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,U3EUQ.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,JQJSB.mp4, 360x480 [SAR 1:1 DAR 3:4], 30 fps, 44100 Hz
Charades_v1_480,43OGO.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,KFGXC.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,W3NN2.mp4, 360x480 [SAR 1:1 DAR 3:4], 30 fps, 44100 Hz
Charades_v1_480,LV4U7.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 26.35 fps, 44100 Hz
Charades_v1_480,B5UXP.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,O0R1A.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 23.98 fps, 48000 Hz
Charades_v1_480,54PFK.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,6OQYV.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,UIPXF.mp4, 480x270 [SAR 1:1 DAR 16:9], 25 fps, 44100 Hz
Charades_v1_480,B5R5B.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,KRLT7.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,VQWDG.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,LZ8Z0.mp4, 360x480 [SAR 1:1 DAR 3:4], 29.97 fps, 44100 Hz
Charades_v1_480,74Q66.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,5QUSB.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,EK5K1.mp4, 320x480 [SAR 1:1 DAR 2:3], 6.12 fps, 44100 Hz
Charades_v1_480,MQ4YR.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.50 fps, 44100 Hz
Charades_v1_480,59KH0.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,RJN35.mp4, 480x270, 29.97 fps, 44100 Hz
Charades_v1_480,9WE7L.mp4, 480x270 [SAR 1:1 DAR 16:9], 18.21 fps, 44100 Hz
Charades_v1_480,KFM5Q.mp4, 480x272 [SAR 901:900 DAR 53:30], 29.97 fps, 44100 Hz
Charades_v1_480,7HWS7.mp4, 480x360, 24 fps, 48000 Hz
Charades_v1_480,AGGSE.mp4, 320x480 [SAR 1:1 DAR 2:3], 6.13 fps, 44100 Hz
Charades_v1_480,TTRAJ.mp4, 480x318 [SAR 1:1 DAR 80:53], 30 fps, 44100 Hz
Charades_v1_480,OB9H3.mp4, 480x360, 24 fps, 48000 Hz
Charades_v1_480,7VP2U.mp4, 270x480 [SAR 406:405 DAR 203:360], 12.67 fps, 44100 Hz
Charades_v1_480,5F1AW.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,YK49T.mp4, 480x270 [SAR 1:1 DAR 16:9], 14.99 fps, 44100 Hz
Charades_v1_480,7K2CS.mp4, 272x480 [SAR 1:1 DAR 17:30], 14.99 fps, 44100 Hz
Charades_v1_480,K5CRM.mp4, 360x480 [SAR 1:1 DAR 3:4], 30 fps, 44100 Hz
Charades_v1_480,HVUH9.mp4, 270x480 [SAR 1:1 DAR 9:16], 29.92 fps, 48000 Hz
Charades_v1_480,S7RXC.mp4, 480x270 [SAR 1:1 DAR 16:9], 16.70 fps, 44100 Hz
Charades_v1_480,8Z02S.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,BOKLM.mp4, 480x272 [SAR 2159:2160 DAR 127:72], 14.96 fps, 44100 Hz
Charades_v1_480,IOMVF.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.85 fps, 44100 Hz
Charades_v1_480,UN6O9.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,9JZO3.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.97 fps, 44100 Hz
Charades_v1_480,LMX0P.mp4, 480x270 [SAR 639:640 DAR 71:40], 30 fps, 44100 Hz
Charades_v1_480,YZWQH.mp4, 480x270 [SAR 1:1 DAR 16:9], 25 fps, 44100 Hz
Charades_v1_480,L80CV.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,PRVHF.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,G1NFB.mp4, 480x360, 24 fps, 48000 Hz
Charades_v1_480,I3N3J.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,WISO0.mp4, 480x270 [SAR 1:1 DAR 16:9], 23.98 fps, 48000 Hz
Charades_v1_480,GL38X.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,C2QK3.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,XIG01.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,FLM1T.mp4, 480x318 [SAR 1:1 DAR 80:53], 30 fps, 44100 Hz
Charades_v1_480,W4U3V.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,0IU3G.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,7WJUW.mp4, 480x270, 29.97 fps, 44100 Hz
Charades_v1_480,79YH2.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,VMO7A.mp4, 270x480 [SAR 406:405 DAR 203:360], 16.64 fps, 44100 Hz
Charades_v1_480,YFH0D.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,I5L3Y.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,4FQJY.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,M3KS7.mp4, 320x480 [SAR 1:1 DAR 2:3], 11.68 fps, 44100 Hz
Charades_v1_480,0YTSJ.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,Y6P1E.mp4, 480x270, 29.97 fps, 44100 Hz
Charades_v1_480,HH1R7.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 24.03 fps, 44100 Hz
Charades_v1_480,CO8ZB.mp4, 270x480 [SAR 404:405 DAR 101:180], 30 fps, 44100 Hz
Charades_v1_480,M7Y6V.mp4, 480x270 [SAR 1:1 DAR 16:9], 16.64 fps, 44100 Hz
Charades_v1_480,ZI3ED.mp4, 480x270 [SAR 1:1 DAR 16:9], 17.09 fps, 44100 Hz
Charades_v1_480,RHVM2.mp4, 270x480 [SAR 406:405 DAR 203:360], 23.85 fps, 44100 Hz
Charades_v1_480,5O0YS.mp4, 270x480 [SAR 404:405 DAR 101:180], 30 fps, 44100 Hz
Charades_v1_480,N6FZ7.mp4, 270x480 [SAR 406:405 DAR 203:360], 16.64 fps, 44100 Hz
Charades_v1_480,AVA41.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,CUQYX.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,LKH9A.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,5JSGK.mp4, 392x480 [SAR 540:539 DAR 9:11], 10.25 fps, 44100 Hz
Charades_v1_480,1BBIY.mp4, 480x320 [SAR 1:1 DAR 3:2], 15 fps, 44100 Hz
Charades_v1_480,JBFPI.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 29.97 fps, 44100 Hz
Charades_v1_480,OT35M.mp4, 480x270 [SAR 1:1 DAR 16:9], 15.03 fps, 44100 Hz
Charades_v1_480,7HWK2.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,YSABV.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,63TU2.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.31 fps, 44100 Hz
Charades_v1_480,M3IK4.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,7SLK1.mp4, 480x270 [SAR 1:1 DAR 16:9], 16.67 fps, 44100 Hz
Charades_v1_480,DQ6U7.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,55NNF.mp4, 480x360 [SAR 1:1 DAR 4:3], 15 fps, 44100 Hz
Charades_v1_480,R13US.mp4, 480x270 [SAR 1:1 DAR 16:9], 28.58 fps, 48000 Hz
Charades_v1_480,2JYRQ.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,6VJI0.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,DGHSW.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.85 fps, 44100 Hz
Charades_v1_480,287ST.mp4, 270x480 [SAR 406:405 DAR 203:360], 25.18 fps, 44100 Hz
Charades_v1_480,JL5O0.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,662ZU.mp4, 480x276, 29.82 fps, 48000 Hz
Charades_v1_480,P8G8V.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 30 fps, 44100 Hz
Charades_v1_480,X1RBM.mp4, 480x318 [SAR 1:1 DAR 80:53], 30 fps, 44100 Hz
Charades_v1_480,TSQBQ.mp4, 320x480 [SAR 1:1 DAR 2:3], 30 fps, 44100 Hz
Charades_v1_480,X9T4M.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,KJNME.mp4, 480x360 [SAR 1:1 DAR 4:3], 15 fps, 44100 Hz
Charades_v1_480,M8NZA.mp4, 270x480 [SAR 1:1 DAR 9:16], 29.97 fps, 48000 Hz
Charades_v1_480,L1MR4.mp4, 480x272 [SAR 901:900 DAR 53:30], 29.97 fps, 44100 Hz
Charades_v1_480,SJ6X6.mp4, 480x270, 29.97 fps, 44100 Hz
Charades_v1_480,N7X3T.mp4, 270x480 [SAR 406:405 DAR 203:360], 23.98 fps, 44100 Hz
Charades_v1_480,AWAFY.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.36 fps, 44100 Hz
Charades_v1_480,5OLVC.mp4, 480x270 [SAR 1:1 DAR 16:9], 28.58 fps, 44100 Hz
Charades_v1_480,PB0JI.mp4, 480x360, 23.98 fps, 44100 Hz
Charades_v1_480,0LHWF.mp4, 480x270 [SAR 1:1 DAR 16:9], 14.99 fps, 44100 Hz
Charades_v1_480,SGUK6.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,GLOMM.mp4, 480x360 [SAR 1:1 DAR 4:3], 10 fps, 44100 Hz
Charades_v1_480,C9VPX.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,NHB5N.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,D0E8H.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,MUAR4.mp4, 480x360 [SAR 1:1 DAR 4:3], 24.04 fps, 44100 Hz
Charades_v1_480,4U20P.mp4, 360x480 [SAR 1:1 DAR 3:4], 25 fps, 44100 Hz
Charades_v1_480,UTAGQ.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,LLRKS.mp4, 480x360, 30 fps, 48000 Hz
Charades_v1_480,ZKOCS.mp4, 270x480 [SAR 406:405 DAR 203:360], 23.98 fps, 44100 Hz
Charades_v1_480,J06RS.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.59 fps, 44100 Hz
Charades_v1_480,SR8IK.mp4, 270x480 [SAR 1:1 DAR 9:16], 29.95 fps, 48000 Hz
Charades_v1_480,VAXUU.mp4, 270x480 [SAR 406:405 DAR 203:360], 9.20 fps, 44100 Hz
Charades_v1_480,ZZ3HT.mp4, 270x480 [SAR 406:405 DAR 203:360], 23.98 fps, 44100 Hz
Charades_v1_480,V9W9C.mp4, 480x272 [SAR 901:900 DAR 53:30], 29.97 fps, 44100 Hz
Charades_v1_480,P64DQ.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 20.23 fps, 44100 Hz
Charades_v1_480,K8MZH.mp4, 320x480 [SAR 1:1 DAR 2:3], 6.94 fps, 44100 Hz
Charades_v1_480,DZNYK.mp4, 480x360 [SAR 1:1 DAR 4:3], 30.02 fps, 44100 Hz
Charades_v1_480,4PEL7.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 29.94 fps, 44100 Hz
Charades_v1_480,QLGHA.mp4, 360x480 [SAR 1:1 DAR 3:4], 30 fps, 44100 Hz
Charades_v1_480,LSY08.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 48000 Hz
Charades_v1_480,M2T77.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.94 fps, 44100 Hz
Charades_v1_480,5B8M5.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.88 fps, 44100 Hz
Charades_v1_480,8AR3Q.mp4, 270x480 [SAR 406:405 DAR 203:360], 25 fps, 44100 Hz
Charades_v1_480,6JB9M.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,YPTHX.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,9FHVW.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.72 fps, 44100 Hz
Charades_v1_480,M8I61.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,8VSV6.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,UAWXI.mp4, 480x360, 23.98 fps, 44100 Hz
Charades_v1_480,O7I5K.mp4, 480x268 [SAR 268:267 DAR 160:89], 30 fps, 44100 Hz
Charades_v1_480,0TM53.mp4, 320x480 [SAR 1:1 DAR 2:3], 10.25 fps, 44100 Hz
Charades_v1_480,FFBK3.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,AHLVF.mp4, 360x480 [SAR 1:1 DAR 3:4], 29.97 fps, 44100 Hz
Charades_v1_480,7DEBA.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 24 fps, 44100 Hz
Charades_v1_480,8XXZZ.mp4, 360x480 [SAR 1:1 DAR 3:4], 29.90 fps, 44100 Hz
Charades_v1_480,G4VTC.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,UBCH6.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,186EF.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,MNC10.mp4, 480x360 [SAR 1:1 DAR 4:3], 15 fps, 44100 Hz
Charades_v1_480,AGSN7.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 48000 Hz
Charades_v1_480,0GH5O.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,USNFB.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.90 fps, 44100 Hz
Charades_v1_480,3IPI3.mp4, 270x480 [SAR 406:405 DAR 203:360], 16.65 fps, 44100 Hz
Charades_v1_480,40FKN.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,V8GK6.mp4, 480x272 [SAR 901:900 DAR 53:30], 29.97 fps, 44100 Hz
Charades_v1_480,08EPO.mp4, 360x480 [SAR 1:1 DAR 3:4], 30 fps, 44100 Hz
Charades_v1_480,XGS3K.mp4, 270x480 [SAR 404:405 DAR 101:180], 27.40 fps, 44100 Hz
Charades_v1_480,QXCUP.mp4, 360x480 [SAR 1:1 DAR 3:4], 24.04 fps, 44100 Hz
Charades_v1_480,RVV5Q.mp4, 480x360 [SAR 1:1 DAR 4:3], 28.49 fps, 44100 Hz
Charades_v1_480,S0Z00.mp4, 480x360 [SAR 1:1 DAR 4:3], 15.07 fps, 44100 Hz
Charades_v1_480,O7YEF.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.34 fps, 44100 Hz
Charades_v1_480,ECFMO.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,K3193.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,HSKVH.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,2XVWK.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 30 fps, 44100 Hz
Charades_v1_480,POU1Z.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,4HMTY.mp4, 480x270 [SAR 1:1 DAR 16:9], 14.99 fps, 44100 Hz
Charades_v1_480,H59EA.mp4, 480x270 [SAR 1:1 DAR 16:9], 14.99 fps, 44100 Hz
Charades_v1_480,E7FGK.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,M704T.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,4JQKA.mp4, 270x480 [SAR 1:1 DAR 9:16], 30 fps, 48000 Hz
Charades_v1_480,QEFFJ.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,T7HZB.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,KFI7N.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,9NV2G.mp4, 270x480, 30 fps, 48000 Hz
Charades_v1_480,5MG4A.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 24 fps, 44100 Hz
Charades_v1_480,8ZHLV.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,M014B.mp4, 320x480 [SAR 1:1 DAR 2:3], 6.21 fps, 44100 Hz
Charades_v1_480,SJ4QF.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,8XL11.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,ZI3BR.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.37 fps, 44100 Hz
Charades_v1_480,76BFU.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 48000 Hz
Charades_v1_480,RGY38.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,55MRE.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,Q366H.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,HOIKF.mp4, 480x270 [SAR 1:1 DAR 16:9], 16.67 fps, 44100 Hz
Charades_v1_480,VG0GK.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,6FASX.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,6C4DV.mp4, 360x480 [SAR 1:1 DAR 3:4], 29.97 fps, 44100 Hz
Charades_v1_480,QOYH2.mp4, 270x480 [SAR 404:405 DAR 101:180], 29.97 fps, 44100 Hz
Charades_v1_480,WN2N7.mp4, 480x270 [SAR 1:1 DAR 16:9], 24 fps, 44100 Hz
Charades_v1_480,ESM8H.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.50 fps, 44100 Hz
Charades_v1_480,H4KNQ.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,C93HZ.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 24 fps, 44100 Hz
Charades_v1_480,P9R08.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 25 fps, 44100 Hz
Charades_v1_480,8ATVC.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,HG7C2.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 29.97 fps, 44100 Hz
Charades_v1_480,UX0YW.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,1S6FD.mp4, 270x480, 30 fps, 48000 Hz
Charades_v1_480,W4Z9Z.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,SM8Y0.mp4, 270x480 [SAR 406:405 DAR 203:360], 16.64 fps, 44100 Hz
Charades_v1_480,S8TT8.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,M5UQR.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,PT0L3.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,UGF6Q.mp4, 392x480 [SAR 540:539 DAR 9:11], 10.25 fps, 44100 Hz
Charades_v1_480,U386F.mp4, 320x480 [SAR 1:1 DAR 2:3], 30 fps, 44100 Hz
Charades_v1_480,WBJC3.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,3VEJY.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,H9F6S.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,K224I.mp4, 480x270, 29.97 fps, 44100 Hz
Charades_v1_480,3CA1X.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,XRI58.mp4, 270x480, 30 fps, 48000 Hz
Charades_v1_480,S5U92.mp4, 320x480 [SAR 1:1 DAR 2:3], 6.73 fps, 44100 Hz
Charades_v1_480,G9JMG.mp4, 480x438 [SAR 3784:3789 DAR 302720:276597], 30 fps, 44100 Hz
Charades_v1_480,PPKP0.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,C4OY0.mp4, 480x360 [SAR 1:1 DAR 4:3], 24 fps, 44100 Hz
Charades_v1_480,MPHFU.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 29.97 fps, 44100 Hz
Charades_v1_480,O138M.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 48000 Hz
Charades_v1_480,XS7RN.mp4, 270x480 [SAR 1:1 DAR 9:16], 30 fps, 48000 Hz
Charades_v1_480,V1WN7.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,8VNSV.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.24 fps, 44100 Hz
Charades_v1_480,C9FMC.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,P4UXI.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,857LD.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,3I6XT.mp4, 270x480 [SAR 406:405 DAR 203:360], 16.65 fps, 44100 Hz
Charades_v1_480,LOH86.mp4, 480x268 [SAR 268:267 DAR 160:89], 30 fps, 44100 Hz
Charades_v1_480,GJC1G.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.74 fps, 44100 Hz
Charades_v1_480,K8HXX.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 30 fps, 44100 Hz
Charades_v1_480,3K2QE.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.97 fps, 44100 Hz
